"","y_cm","Es_keV","contents","PrReach","uPrReach","PrDet","uPrDet"
"563",-500,1750,"f",3.6175e-05,4.32327736067211e-07,2.32625e-05,3.48054950984844e-07
"564",-750,1750,"f",1.299e-05,2.59423152412714e-07,8.57500000000002e-06,2.11238039331225e-07
"565",-1000,1750,"f",6.61e-06,1.86015847661563e-07,4.39e-06,1.50157455487565e-07
"566",-1250,1750,"f",3.59e-06,1.35831820647814e-07,2.31e-06,1.10453350802499e-07
"567",-1500,1750,"f",2.2811669305e-06,1.98634752557953e-08,1.476332965e-06,1.59526761327071e-08
"568",0,1800,"f",0.008454295,6.56681715599409e-06,0.0058877975,5.53534298505211e-06
"569",-250,1800,"f",0.00073716,1.942784189589e-06,0.000489775,1.60092167467386e-06
"570",-500,1800,"f",3.793e-05,4.4259609666207e-07,2.443e-05,3.57890590892664e-07
"571",-750,1800,"f",1.359e-05,2.65132310251882e-07,8.91000000000001e-06,2.1506099356636e-07
"572",-1000,1800,"f",7.09e-06,1.9339316101468e-07,4.675e-06,1.54666316233529e-07
"573",-1250,1800,"f",3.71e-06,1.38198888501319e-07,2.385e-06,1.10795658505873e-07
"574",-1500,1800,"f",2.341167613e-06,2.01260022321694e-08,1.510500509e-06,1.60679205744885e-08
"575",0,1850,"f",0.008672665,6.66035857744e-06,0.00605289249999999,5.63337417344704e-06
"576",-250,1850,"f",0.00077185,1.98634912174314e-06,0.00051345,1.6383428233631e-06
"577",-500,1850,"f",3.9165e-05,4.4925479994403e-07,2.51100000000001e-05,3.6393399994745e-07
"578",-750,1850,"f",1.413e-05,2.69160950055446e-07,9.22500000000003e-06,2.18574952348731e-07
"579",-1000,1850,"f",7.115e-06,1.9253575581629e-07,4.635e-06,1.54519697275946e-07
"580",-1250,1850,"f",4.105e-06,1.45851518542832e-07,2.69e-06,1.17257609333041e-07
"581",-1500,1850,"f",2.39399998750001e-06,2.03627478067752e-08,1.5529162025e-06,1.63485167839508e-08
"582",0,1900,"f",0.008894445,6.72680486707166e-06,0.00621818,5.69772583891835e-06
"583",-250,1900,"f",0.000805275,2.02927619528392e-06,0.0005373,1.67952502692186e-06
"584",-500,1900,"f",4.075e-05,4.57531358871171e-07,2.60250000000001e-05,3.7001537188651e-07
"585",-750,1900,"f",1.449e-05,2.73122637468501e-07,9.44500000000002e-06,2.20059167233496e-07
"586",-1000,1900,"f",7.205e-06,1.93064725170084e-07,4.65e-06,1.55409344949877e-07
"587",-1250,1900,"f",3.93e-06,1.42476387384893e-07,2.585e-06,1.15003749544308e-07
"588",-1500,1900,"f",2.4406673225e-06,2.05367418670417e-08,1.5780836935e-06,1.64555536585313e-08
"589",0,1950,"f",0.009117245,6.81225837418891e-06,0.0063836275,5.79323853353455e-06
"590",-250,1950,"f",0.00083551,2.06665440581396e-06,0.000559195000000001,1.71472274766646e-06
"591",-500,1950,"f",4.225e-05,4.65894001694323e-07,2.72875e-05,3.78835663009371e-07
"592",-750,1950,"f",1.49e-05,2.76405960843376e-07,9.71000000000003e-06,2.24271776877966e-07
"593",-1000,1950,"f",7.525e-06,1.96530239192344e-07,4.805e-06,1.5708006272917e-07
"594",-1250,1950,"f",4.28e-06,1.48329857482403e-07,2.77e-06,1.18744878684304e-07
"595",-1500,1950,"f",2.5244994895e-06,2.08827510595615e-08,1.6297501785e-06,1.67374822859673e-08
"596",0,2000,"f",0.009330535,6.90342804341296e-06,0.0065415875,5.85445533704189e-06
"597",-250,2000,"f",0.0008703,2.10908800106456e-06,0.0005829125,1.74871442980588e-06
"598",-500,2000,"f",4.3595e-05,4.73214502926263e-07,2.822e-05,3.85455544481461e-07
"599",-750,2000,"f",1.5395e-05,2.81645985725876e-07,1.01e-05,2.297863317666e-07
"600",-1000,2000,"f",7.79500000000001e-06,2.00436133906165e-07,5.02e-06,1.61869344202353e-07
"601",-1250,2000,"f",4.22e-06,1.47312525242255e-07,2.755e-06,1.18636098853806e-07
"602",-1500,2000,"f",2.62116675350001e-06,2.12736622850696e-08,1.6900839375e-06,1.70683250685309e-08
